name,category,prompt,negative_prompt
Tree-Lined Residential Block — Golden-Hour Atmosphere,Suburbs,"tree-lined residential block, golden-hour atmosphere, coherent environmental detail and open staging space","people as main subject, specific vehicle as main subject, forced action, text, watermark, malformed architecture"
Historic Country Square — Golden-Hour Atmosphere,Country towns,"historic country square, golden-hour atmosphere, coherent environmental detail and open staging space","people as main subject, specific vehicle as main subject, forced action, text, watermark, malformed architecture"
Late-Night Fuel Stop — Golden-Hour Atmosphere,Petrol stations,"late-night fuel stop, golden-hour atmosphere, coherent environmental detail and open staging space","people as main subject, specific vehicle as main subject, forced action, text, watermark, malformed architecture"
Highway Service Centre — Golden-Hour Atmosphere,Motorway rest stops,"highway service centre, golden-hour atmosphere, coherent environmental detail and open staging space","people as main subject, specific vehicle as main subject, forced action, text, watermark, malformed architecture"
Underground Parking Garage — Golden-Hour Atmosphere,Car parks,"underground parking garage, golden-hour atmosphere, coherent environmental detail and open staging space","people as main subject, specific vehicle as main subject, forced action, text, watermark, malformed architecture"
Mountain Road Circuit — Golden-Hour Atmosphere,Race tracks,"mountain road circuit, golden-hour atmosphere, coherent environmental detail and open staging space","people as main subject, specific vehicle as main subject, forced action, text, watermark, malformed architecture"
Rain-Soaked Pit Lane — Golden-Hour Atmosphere,Pit lanes,"rain-soaked pit lane, golden-hour atmosphere, coherent environmental detail and open staging space","people as main subject, specific vehicle as main subject, forced action, text, watermark, malformed architecture"
Clean Mechanical Service Bay — Golden-Hour Atmosphere,Workshops,"clean mechanical service bay, golden-hour atmosphere, coherent environmental detail and open staging space","people as main subject, specific vehicle as main subject, forced action, text, watermark, malformed architecture"
Glass-Walled Showroom Garage — Golden-Hour Atmosphere,Luxury garages,"glass-walled showroom garage, golden-hour atmosphere, coherent environmental detail and open staging space","people as main subject, specific vehicle as main subject, forced action, text, watermark, malformed architecture"
Large Suburban Mall — Golden-Hour Atmosphere,Shopping centres,"large suburban mall, golden-hour atmosphere, coherent environmental detail and open staging space","people as main subject, specific vehicle as main subject, forced action, text, watermark, malformed architecture"
Late-Night Grocery Store — Golden-Hour Atmosphere,Supermarkets,"late-night grocery store, golden-hour atmosphere, coherent environmental detail and open staging space","people as main subject, specific vehicle as main subject, forced action, text, watermark, malformed architecture"
Small Neighbourhood Coffee Shop — Golden-Hour Atmosphere,Cafes,"small neighbourhood coffee shop, golden-hour atmosphere, coherent environmental detail and open staging space","people as main subject, specific vehicle as main subject, forced action, text, watermark, malformed architecture"
Late-Night Neon Diner — Golden-Hour Atmosphere,Diners,"late-night neon diner, golden-hour atmosphere, coherent environmental detail and open staging space","people as main subject, specific vehicle as main subject, forced action, text, watermark, malformed architecture"
Contemporary McDonald'S Dining Room — Golden-Hour Atmosphere,McDonald's interiors,"contemporary McDonald's dining room, golden-hour atmosphere, coherent environmental detail and open staging space","people as main subject, specific vehicle as main subject, forced action, text, watermark, malformed architecture"
McDonald'S Collection Window — Golden-Hour Atmosphere,McDonald's drive-through,"McDonald's collection window, golden-hour atmosphere, coherent environmental detail and open staging space","people as main subject, specific vehicle as main subject, forced action, text, watermark, malformed architecture"
Suburban Restaurant Parking Area — Golden-Hour Atmosphere,Fast-food car parks,"suburban restaurant parking area, golden-hour atmosphere, coherent environmental detail and open staging space","people as main subject, specific vehicle as main subject, forced action, text, watermark, malformed architecture"
Boutique Hotel Room — Golden-Hour Atmosphere,Hotels,"boutique hotel room, golden-hour atmosphere, coherent environmental detail and open staging space","people as main subject, specific vehicle as main subject, forced action, text, watermark, malformed architecture"
Airport Arrivals Hall — Golden-Hour Atmosphere,Airports,"airport arrivals hall, golden-hour atmosphere, coherent environmental detail and open staging space","people as main subject, specific vehicle as main subject, forced action, text, watermark, malformed architecture"
Underground Station — Golden-Hour Atmosphere,Train stations,"underground station, golden-hour atmosphere, coherent environmental detail and open staging space","people as main subject, specific vehicle as main subject, forced action, text, watermark, malformed architecture"
School Courtyard — Golden-Hour Atmosphere,Schools,"school courtyard, golden-hour atmosphere, coherent environmental detail and open staging space","people as main subject, specific vehicle as main subject, forced action, text, watermark, malformed architecture"
Quiet Clinical Ward — Golden-Hour Atmosphere,Hospitals,"quiet clinical ward, golden-hour atmosphere, coherent environmental detail and open staging space","people as main subject, specific vehicle as main subject, forced action, text, watermark, malformed architecture"
High-Bay Storage Aisle — Golden-Hour Atmosphere,Warehouses,"high-bay storage aisle, golden-hour atmosphere, coherent environmental detail and open staging space","people as main subject, specific vehicle as main subject, forced action, text, watermark, malformed architecture"
Rainy High-Rise Rooftop — Golden-Hour Atmosphere,Rooftops,"rainy high-rise rooftop, golden-hour atmosphere, coherent environmental detail and open staging space","people as main subject, specific vehicle as main subject, forced action, text, watermark, malformed architecture"
